@Relation estados

@attribute palabras+ {si,no}
@attribute Npalabras+ real
@attribute palabras- {si,no}
@attribute Npalabras- real
@attribute adjetivosPersonalidad+ {si,no}
@attribute NadjetivosPersonalidad+ real
@attribute adjetivosPersonalidad- {si,no}
@attribute NadjetivosPersonalidad- real
@attribute adjetivos+ {si,no}
@attribute Nadjetivos+ real
@attribute adjetivos- {si,no}
@attribute Nadjetivos- real
@attribute sentimientos+ {si,no}
@attribute Nsentimientos+ real
@attribute sentimientos- {si,no}
@attribute Nsentimientos- real
@attribute palabrasClave- real
@attribute estado {malo,neutro,bueno}

@data
si,2,no,0,no,0,no,0,si,1,no,0,no,0,no,0,0,?
si,1,no,0,no,0,no,0,no,0,no,0,si,1,no,0,0,?
si,1,si,1,no,0,no,0,no,0,no,0,si,1,no,0,0,?
si,13,si,5,si,2,no,0,si,2,no,0,si,4,no,0,8,?
si,2,no,0,no,0,no,0,si,1,no,0,si,1,no,0,3,?
si,1,si,4,no,0,no,0,si,1,no,0,si,1,no,0,1,?
no,0,si,3,no,0,no,0,no,0,si,1,no,0,no,0,2,?
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
no,0,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,1,si,2,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,21,si,6,si,4,si,1,no,0,no,0,si,5,si,1,10,?
si,6,si,3,si,1,no,0,no,0,si,1,si,1,si,1,2,?
si,3,si,5,si,1,no,0,no,0,no,0,no,0,no,0,3,?
si,7,si,6,si,3,si,1,no,0,si,1,si,3,si,1,8,?
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,?
si,16,si,4,si,2,no,0,si,2,si,1,si,5,no,0,5,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,2,no,0,no,0,no,0,no,0,no,0,si,1,no,0,1,?
si,14,si,10,si,2,si,2,si,2,si,2,si,6,si,2,3,?
si,4,si,8,no,0,si,2,si,2,no,0,si,1,si,1,6,?
si,2,si,2,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,3,si,4,no,0,no,0,si,2,si,1,no,0,si,2,3,?
si,4,si,1,no,0,no,0,si,1,no,0,si,2,no,0,3,?
si,7,si,1,si,2,si,1,si,1,no,0,si,3,no,0,2,?
si,1,no,0,no,0,no,0,si,1,no,0,si,1,no,0,1,?
si,24,si,20,si,2,no,0,si,5,si,1,si,11,si,2,15,?
si,18,si,6,no,0,no,0,si,2,si,1,si,7,no,0,6,?
si,1,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,8,si,3,si,2,no,0,si,1,no,0,si,2,no,0,5,?
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,?
si,1,si,2,si,1,no,0,no,0,si,1,si,1,si,1,4,?
si,2,si,1,no,0,no,0,no,0,no,0,si,1,no,0,0,?
si,1,si,1,no,0,no,0,no,0,no,0,no,0,no,0,4,?
si,2,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
no,0,no,0,no,0,no,0,si,1,no,0,no,0,no,0,1,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,2,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,2,si,1,no,0,no,0,no,0,no,0,no,0,si,1,0,?
si,8,si,3,si,1,no,0,no,0,si,1,si,3,no,0,0,?
si,2,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,4,si,2,si,1,no,0,si,2,si,1,no,0,no,0,0,?
si,2,si,1,si,1,no,0,si,2,no,0,si,1,no,0,0,?
si,4,si,4,si,1,no,0,si,1,no,0,si,2,no,0,5,?
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,3,si,3,no,0,no,0,si,1,no,0,no,0,no,0,1,?
si,4,no,0,no,0,no,0,si,1,no,0,no,0,no,0,2,?
si,8,si,1,si,2,no,0,si,1,si,1,si,3,no,0,3,?
si,7,no,0,no,0,no,0,no,0,no,0,si,1,no,0,0,?
si,3,no,0,no,0,no,0,no,0,no,0,no,0,no,0,2,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,2,si,2,no,0,no,0,no,0,no,0,si,1,no,0,1,?
si,1,no,0,no,0,no,0,no,0,no,0,si,1,no,0,1,?
si,3,si,3,no,0,no,0,no,0,no,0,si,1,no,0,3,?
si,8,si,2,no,0,no,0,no,0,si,1,si,2,si,1,1,?
si,4,no,0,no,0,no,0,no,0,no,0,si,2,no,0,1,?
